[16:15:35:913]	[OPER] Start> Initialize
[19:34:23:342]	[RECV] _ACK
[19:34:27:869]	[RECV] _RDY
[19:34:27:870]	[OPER] End > Place, Result : Completed
[19:34:28:005]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:34:28:007]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:34:28:085]	[RECV] _ACK
[19:34:31:193]	[RECV] _RDY
[19:34:31:193]	[OPER] End > ApproachForPick, Result : Completed
[19:34:31:309]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:34:31:317]	[SEND] PICK 16 SLOT 1 ARM B
[19:34:31:385]	[RECV] _ACK
[19:34:34:480]	[RECV] _RDY
[19:34:34:482]	[OPER] End > Pick, Result : Completed
[19:34:34:604]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 6
[19:34:34:608]	[SEND] PLACE 9 SLOT 7 ARM B
[19:34:34:676]	[RECV] _ACK
[19:34:42:591]	[RECV] _RDY
[19:34:42:591]	[OPER] End > Place, Result : Completed
[19:34:42:606]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 7
[19:34:42:614]	[SEND] PICK 4 SLOT 8 ARM A
[19:34:42:679]	[RECV] _ACK
[19:34:49:629]	[RECV] _RDY
[19:34:49:629]	[OPER] End > Pick, Result : Completed
[19:34:49:762]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:34:49:764]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:34:49:843]	[RECV] _ACK
[19:34:52:747]	[RECV] _RDY
[19:34:52:748]	[OPER] End > ApproachForPlace, Result : Completed
[19:34:52:866]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 7
[19:34:52:871]	[SEND] PLACE 13 SLOT 1 ARM A
[19:34:52:939]	[RECV] _ACK
[19:34:57:464]	[RECV] _RDY
[19:34:57:464]	[OPER] End > Place, Result : Completed
[19:34:57:599]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:34:57:601]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:34:57:678]	[RECV] _ACK
[19:35:00:791]	[RECV] _RDY
[19:35:00:791]	[OPER] End > ApproachForPick, Result : Completed
[19:35:00:910]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:35:00:919]	[SEND] PICK 15 SLOT 1 ARM B
[19:35:00:985]	[RECV] _ACK
[19:35:04:085]	[RECV] _RDY
[19:35:04:087]	[OPER] End > Pick, Result : Completed
[19:35:04:226]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 5
[19:35:04:230]	[SEND] PLACE 11 SLOT 6 ARM B
[19:35:04:298]	[RECV] _ACK
[19:35:12:214]	[RECV] _RDY
[19:35:12:216]	[OPER] End > Place, Result : Completed
[19:35:12:233]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 8
[19:35:12:241]	[SEND] PICK 11 SLOT 9 ARM A
[19:35:12:309]	[RECV] _ACK
[19:35:19:175]	[RECV] _RDY
[19:35:19:175]	[OPER] End > Pick, Result : Completed
[19:35:19:304]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:35:19:306]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:35:19:384]	[RECV] _ACK
[19:35:22:287]	[RECV] _RDY
[19:35:22:289]	[OPER] End > ApproachForPlace, Result : Completed
[19:35:22:403]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 8
[19:35:22:407]	[SEND] PLACE 14 SLOT 1 ARM A
[19:35:22:476]	[RECV] _ACK
[19:35:26:996]	[RECV] _RDY
[19:35:26:997]	[OPER] End > Place, Result : Completed
[19:35:27:126]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:35:27:128]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:35:27:207]	[RECV] _ACK
[19:35:30:314]	[RECV] _RDY
[19:35:30:314]	[OPER] End > ApproachForPick, Result : Completed
[19:35:30:430]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:35:30:438]	[SEND] PICK 16 SLOT 1 ARM B
[19:35:30:505]	[RECV] _ACK
[19:35:33:593]	[RECV] _RDY
[19:35:33:593]	[OPER] End > Pick, Result : Completed
[19:35:33:715]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 7
[19:35:33:719]	[SEND] PLACE 9 SLOT 8 ARM B
[19:35:33:785]	[RECV] _ACK
[19:35:41:696]	[RECV] _RDY
[19:35:41:698]	[OPER] End > Place, Result : Completed
[19:35:41:714]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 8
[19:35:41:723]	[SEND] PICK 4 SLOT 9 ARM A
[19:35:41:788]	[RECV] _ACK
[19:35:48:341]	[RECV] _RDY
[19:35:48:343]	[OPER] End > Pick, Result : Completed
[19:35:48:479]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:35:48:481]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:35:48:560]	[RECV] _ACK
[19:35:51:465]	[RECV] _RDY
[19:35:51:467]	[OPER] End > ApproachForPlace, Result : Completed
[19:35:51:581]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 8
[19:35:51:585]	[SEND] PLACE 13 SLOT 1 ARM A
[19:35:51:653]	[RECV] _ACK
[19:35:56:183]	[RECV] _RDY
[19:35:56:184]	[OPER] End > Place, Result : Completed
[19:35:56:312]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:35:56:314]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:35:56:393]	[RECV] _ACK
[19:35:59:504]	[RECV] _RDY
[19:35:59:505]	[OPER] End > ApproachForPick, Result : Completed
[19:35:59:623]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:35:59:631]	[SEND] PICK 15 SLOT 1 ARM B
[19:35:59:698]	[RECV] _ACK
[19:36:02:796]	[RECV] _RDY
[19:36:02:797]	[OPER] End > Pick, Result : Completed
[19:36:02:932]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 6
[19:36:02:936]	[SEND] PLACE 11 SLOT 7 ARM B
[19:36:03:006]	[RECV] _ACK
[19:36:10:916]	[RECV] _RDY
[19:36:10:917]	[OPER] End > Place, Result : Completed
[19:36:10:932]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 9
[19:36:10:940]	[SEND] PICK 11 SLOT 10 ARM A
[19:36:11:010]	[RECV] _ACK
[19:36:17:909]	[RECV] _RDY
[19:36:17:909]	[OPER] End > Pick, Result : Completed
[19:36:18:042]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:36:18:045]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:36:18:122]	[RECV] _ACK
[19:36:21:026]	[RECV] _RDY
[19:36:21:027]	[OPER] End > ApproachForPlace, Result : Completed
[19:36:21:149]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 9
[19:36:21:153]	[SEND] PLACE 14 SLOT 1 ARM A
[19:36:21:222]	[RECV] _ACK
[19:36:25:741]	[RECV] _RDY
[19:36:25:743]	[OPER] End > Place, Result : Completed
[19:36:25:873]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:36:25:875]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:36:25:954]	[RECV] _ACK
[19:36:29:063]	[RECV] _RDY
[19:36:29:064]	[OPER] End > ApproachForPick, Result : Completed
[19:36:29:178]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:36:29:186]	[SEND] PICK 16 SLOT 1 ARM B
[19:36:29:253]	[RECV] _ACK
[19:36:31:990]	[RECV] _RDY
[19:36:31:992]	[OPER] End > Pick, Result : Completed
[19:36:32:125]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 8
[19:36:32:129]	[SEND] PLACE 9 SLOT 9 ARM B
[19:36:32:195]	[RECV] _ACK
[19:36:40:117]	[RECV] _RDY
[19:36:40:119]	[OPER] End > Place, Result : Completed
[19:36:40:134]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 9
[19:36:40:142]	[SEND] PICK 4 SLOT 10 ARM A
[19:36:40:208]	[RECV] _ACK
[19:36:47:184]	[RECV] _RDY
[19:36:47:185]	[OPER] End > Pick, Result : Completed
[19:36:47:322]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:36:47:325]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:36:47:404]	[RECV] _ACK
[19:36:50:308]	[RECV] _RDY
[19:36:50:310]	[OPER] End > ApproachForPlace, Result : Completed
[19:36:50:427]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 9
[19:36:50:431]	[SEND] PLACE 13 SLOT 1 ARM A
[19:36:50:501]	[RECV] _ACK
[19:36:55:038]	[RECV] _RDY
[19:36:55:039]	[OPER] End > Place, Result : Completed
[19:36:55:172]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:36:55:174]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:36:55:253]	[RECV] _ACK
[19:36:58:365]	[RECV] _RDY
[19:36:58:365]	[OPER] End > ApproachForPick, Result : Completed
[19:36:58:476]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:36:58:484]	[SEND] PICK 15 SLOT 1 ARM B
[19:36:58:550]	[RECV] _ACK
[19:37:01:641]	[RECV] _RDY
[19:37:01:641]	[OPER] End > Pick, Result : Completed
[19:37:01:771]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 7
[19:37:01:775]	[SEND] PLACE 11 SLOT 8 ARM B
[19:37:01:844]	[RECV] _ACK
[19:37:09:755]	[RECV] _RDY
[19:37:09:755]	[OPER] End > Place, Result : Completed
[19:37:09:769]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 10
[19:37:09:777]	[SEND] PICK 11 SLOT 11 ARM A
[19:37:09:847]	[RECV] _ACK
[19:37:16:727]	[RECV] _RDY
[19:37:16:728]	[OPER] End > Pick, Result : Completed
[19:37:16:863]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:37:16:865]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:37:16:944]	[RECV] _ACK
[19:37:19:846]	[RECV] _RDY
[19:37:19:847]	[OPER] End > ApproachForPlace, Result : Completed
[19:37:19:965]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 10
[19:37:19:969]	[SEND] PLACE 14 SLOT 1 ARM A
[19:37:20:038]	[RECV] _ACK
[19:37:24:551]	[RECV] _RDY
[19:37:24:552]	[OPER] End > Place, Result : Completed
[19:37:24:689]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:37:24:691]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:37:24:770]	[RECV] _ACK
[19:37:27:877]	[RECV] _RDY
[19:37:27:877]	[OPER] End > ApproachForPick, Result : Completed
[19:37:27:989]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:37:27:997]	[SEND] PICK 16 SLOT 1 ARM B
[19:37:28:064]	[RECV] _ACK
[19:37:30:807]	[RECV] _RDY
[19:37:30:808]	[OPER] End > Pick, Result : Completed
[19:37:30:944]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 9
[19:37:30:948]	[SEND] PLACE 9 SLOT 10 ARM B
[19:37:31:017]	[RECV] _ACK
[19:37:38:941]	[RECV] _RDY
[19:37:38:942]	[OPER] End > Place, Result : Completed
[19:37:38:957]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 10
[19:37:38:965]	[SEND] PICK 4 SLOT 11 ARM A
[19:37:39:031]	[RECV] _ACK
[19:37:46:013]	[RECV] _RDY
[19:37:46:015]	[OPER] End > Pick, Result : Completed
[19:37:46:149]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:37:46:151]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:37:46:230]	[RECV] _ACK
[19:37:49:132]	[RECV] _RDY
[19:37:49:132]	[OPER] End > ApproachForPlace, Result : Completed
[19:37:49:248]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 10
[19:37:49:252]	[SEND] PLACE 13 SLOT 1 ARM A
[19:37:49:321]	[RECV] _ACK
[19:37:53:858]	[RECV] _RDY
[19:37:53:859]	[OPER] End > Place, Result : Completed
[19:37:53:985]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:37:53:987]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:37:54:066]	[RECV] _ACK
[19:37:57:178]	[RECV] _RDY
[19:37:57:178]	[OPER] End > ApproachForPick, Result : Completed
[19:37:57:289]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:37:57:298]	[SEND] PICK 15 SLOT 1 ARM B
[19:37:57:365]	[RECV] _ACK
[19:38:00:474]	[RECV] _RDY
[19:38:00:475]	[OPER] End > Pick, Result : Completed
[19:38:00:608]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 8
[19:38:00:613]	[SEND] PLACE 11 SLOT 9 ARM B
[19:38:00:681]	[RECV] _ACK
[19:38:08:591]	[RECV] _RDY
[19:38:08:592]	[OPER] End > Place, Result : Completed
[19:38:08:608]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 11
[19:38:08:616]	[SEND] PICK 11 SLOT 12 ARM A
[19:38:08:686]	[RECV] _ACK
[19:38:15:585]	[RECV] _RDY
[19:38:15:586]	[OPER] End > Pick, Result : Completed
[19:38:15:711]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:38:15:713]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:38:15:791]	[RECV] _ACK
[19:38:18:696]	[RECV] _RDY
[19:38:18:697]	[OPER] End > ApproachForPlace, Result : Completed
[19:38:18:818]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 11
[19:38:18:822]	[SEND] PLACE 14 SLOT 1 ARM A
[19:38:18:891]	[RECV] _ACK
[19:38:23:411]	[RECV] _RDY
[19:38:23:412]	[OPER] End > Place, Result : Completed
[19:38:23:541]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:38:23:543]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:38:23:622]	[RECV] _ACK
[19:38:26:731]	[RECV] _RDY
[19:38:26:732]	[OPER] End > ApproachForPick, Result : Completed
[19:38:26:853]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:38:26:861]	[SEND] PICK 16 SLOT 1 ARM B
[19:38:26:928]	[RECV] _ACK
[19:38:30:025]	[RECV] _RDY
[19:38:30:026]	[OPER] End > Pick, Result : Completed
[19:38:30:149]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 10
[19:38:30:153]	[SEND] PLACE 9 SLOT 11 ARM B
[19:38:30:221]	[RECV] _ACK
[19:38:38:139]	[RECV] _RDY
[19:38:38:139]	[OPER] End > Place, Result : Completed
[19:38:38:154]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 11
[19:38:38:162]	[SEND] PICK 4 SLOT 12 ARM A
[19:38:38:228]	[RECV] _ACK
[19:38:45:243]	[RECV] _RDY
[19:38:45:245]	[OPER] End > Pick, Result : Completed
[19:38:45:375]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:38:45:377]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:38:45:455]	[RECV] _ACK
[19:38:48:358]	[RECV] _RDY
[19:38:48:358]	[OPER] End > ApproachForPlace, Result : Completed
[19:38:48:479]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 11
[19:38:48:483]	[SEND] PLACE 13 SLOT 1 ARM A
[19:38:48:553]	[RECV] _ACK
[19:38:53:082]	[RECV] _RDY
[19:38:53:084]	[OPER] End > Place, Result : Completed
[19:38:53:208]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:38:53:210]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:38:53:288]	[RECV] _ACK
[19:38:56:400]	[RECV] _RDY
[19:38:56:401]	[OPER] End > ApproachForPick, Result : Completed
[19:38:56:521]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:38:56:529]	[SEND] PICK 15 SLOT 1 ARM B
[19:38:56:596]	[RECV] _ACK
[19:38:59:703]	[RECV] _RDY
[19:38:59:704]	[OPER] End > Pick, Result : Completed
[19:38:59:836]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 9
[19:38:59:840]	[SEND] PLACE 11 SLOT 10 ARM B
[19:38:59:911]	[RECV] _ACK
[19:39:07:824]	[RECV] _RDY
[19:39:07:825]	[OPER] End > Place, Result : Completed
[19:39:07:841]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 12
[19:39:07:849]	[SEND] PICK 11 SLOT 13 ARM A
[19:39:07:917]	[RECV] _ACK
[19:39:14:743]	[RECV] _RDY
[19:39:14:744]	[OPER] End > Pick, Result : Completed
[19:39:14:879]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:39:14:881]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:39:14:959]	[RECV] _ACK
[19:39:17:862]	[RECV] _RDY
[19:39:17:862]	[OPER] End > ApproachForPlace, Result : Completed
[19:39:17:981]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 12
[19:39:17:985]	[SEND] PLACE 14 SLOT 1 ARM A
[19:39:18:054]	[RECV] _ACK
[19:39:22:574]	[RECV] _RDY
[19:39:22:576]	[OPER] End > Place, Result : Completed
[19:39:22:707]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:39:22:709]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:39:22:787]	[RECV] _ACK
[19:39:25:896]	[RECV] _RDY
[19:39:25:896]	[OPER] End > ApproachForPick, Result : Completed
[19:39:26:019]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:39:26:027]	[SEND] PICK 16 SLOT 1 ARM B
[19:39:26:094]	[RECV] _ACK
[19:39:29:198]	[RECV] _RDY
[19:39:29:199]	[OPER] End > Pick, Result : Completed
[19:39:29:322]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 11
[19:39:29:326]	[SEND] PLACE 9 SLOT 12 ARM B
[19:39:29:394]	[RECV] _ACK
[19:39:37:308]	[RECV] _RDY
[19:39:37:310]	[OPER] End > Place, Result : Completed
[19:39:37:326]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 12
[19:39:37:334]	[SEND] PICK 4 SLOT 13 ARM A
[19:39:37:400]	[RECV] _ACK
[19:39:44:408]	[RECV] _RDY
[19:39:44:408]	[OPER] End > Pick, Result : Completed
[19:39:44:536]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:39:44:538]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:39:44:616]	[RECV] _ACK
[19:39:47:519]	[RECV] _RDY
[19:39:47:519]	[OPER] End > ApproachForPlace, Result : Completed
[19:39:47:630]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 12
[19:39:47:634]	[SEND] PLACE 13 SLOT 1 ARM A
[19:39:47:703]	[RECV] _ACK
[19:39:52:229]	[RECV] _RDY
[19:39:52:231]	[OPER] End > Place, Result : Completed
[19:39:52:371]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:39:52:373]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:39:52:452]	[RECV] _ACK
[19:39:55:564]	[RECV] _RDY
[19:39:55:565]	[OPER] End > ApproachForPick, Result : Completed
[19:39:55:683]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:39:55:691]	[SEND] PICK 15 SLOT 1 ARM B
[19:39:55:758]	[RECV] _ACK
[19:39:58:875]	[RECV] _RDY
[19:39:58:875]	[OPER] End > Pick, Result : Completed
[19:39:59:006]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 10
[19:39:59:010]	[SEND] PLACE 11 SLOT 11 ARM B
[19:39:59:082]	[RECV] _ACK
[19:40:07:006]	[RECV] _RDY
[19:40:07:007]	[OPER] End > Place, Result : Completed
[19:40:07:134]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:40:07:137]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:40:07:214]	[RECV] _ACK
[19:40:10:426]	[RECV] _RDY
[19:40:10:428]	[OPER] End > ApproachForPick, Result : Completed
[19:40:10:537]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:40:10:545]	[SEND] PICK 16 SLOT 1 ARM B
[19:40:10:612]	[RECV] _ACK
[19:40:13:750]	[RECV] _RDY
[19:40:13:750]	[OPER] End > Pick, Result : Completed
[19:40:13:887]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 12
[19:40:13:891]	[SEND] PLACE 9 SLOT 13 ARM B
[19:40:13:959]	[RECV] _ACK
[19:40:21:872]	[RECV] _RDY
[19:40:21:873]	[OPER] End > Place, Result : Completed
[19:40:22:007]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:40:22:009]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:40:22:088]	[RECV] _ACK
[19:40:24:992]	[RECV] _RDY
[19:40:24:992]	[OPER] End > ApproachForPick, Result : Completed
[19:40:25:103]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:40:25:111]	[SEND] PICK 15 SLOT 1 ARM B
[19:40:25:178]	[RECV] _ACK
[19:40:28:320]	[RECV] _RDY
[19:40:28:322]	[OPER] End > Pick, Result : Completed
[19:40:28:451]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 11
[19:40:28:454]	[SEND] PLACE 11 SLOT 12 ARM B
[19:40:28:524]	[RECV] _ACK
[19:40:36:444]	[RECV] _RDY
[19:40:36:446]	[OPER] End > Place, Result : Completed
[19:40:36:590]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:40:36:592]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:40:36:670]	[RECV] _ACK
[19:40:39:572]	[RECV] _RDY
[19:40:39:574]	[OPER] End > ApproachForPick, Result : Completed
[19:40:39:683]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:40:39:691]	[SEND] PICK 15 SLOT 1 ARM B
[19:40:39:762]	[RECV] _ACK
[19:40:42:882]	[RECV] _RDY
[19:40:42:884]	[OPER] End > Pick, Result : Completed
[19:40:42:901]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 12
[19:40:42:905]	[SEND] PLACE 11 SLOT 13 ARM B
[19:40:42:976]	[RECV] _ACK
[19:40:50:881]	[RECV] _RDY
[19:40:50:882]	[OPER] End > Place, Result : Completed
[19:40:51:013]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:40:51:015]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:40:51:094]	[RECV] _ACK
[19:40:54:305]	[RECV] _RDY
[19:40:54:306]	[OPER] End > ApproachForPick, Result : Completed
[19:40:54:425]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:40:54:434]	[SEND] PICK 16 SLOT 1 ARM B
[19:40:54:501]	[RECV] _ACK
[19:40:57:616]	[RECV] _RDY
[19:40:57:618]	[OPER] End > Pick, Result : Completed
[19:40:57:748]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 1
[19:40:57:752]	[SEND] PLACE 9 SLOT 2 ARM B
[19:40:57:818]	[RECV] _ACK
[19:41:05:736]	[RECV] _RDY
[19:41:05:737]	[OPER] End > Place, Result : Completed
[19:41:05:866]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:41:05:868]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:41:05:946]	[RECV] _ACK
[19:41:08:851]	[RECV] _RDY
[19:41:08:853]	[OPER] End > ApproachForPick, Result : Completed
[19:41:08:971]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:41:08:979]	[SEND] PICK 16 SLOT 1 ARM B
[19:41:09:045]	[RECV] _ACK
[19:41:12:152]	[RECV] _RDY
[19:41:12:152]	[OPER] End > Pick, Result : Completed
[19:41:12:170]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 2
[19:41:12:174]	[SEND] PLACE 9 SLOT 3 ARM B
[19:41:12:240]	[RECV] _ACK
[19:41:20:151]	[RECV] _RDY
[19:41:20:154]	[OPER] End > Place, Result : Completed
[19:41:20:169]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 1
[19:41:20:177]	[SEND] PICK 11 SLOT 2 ARM A
[19:41:20:243]	[RECV] _ACK
[19:41:27:667]	[RECV] _RDY
[19:41:27:668]	[OPER] End > Pick, Result : Completed
[19:41:27:796]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:41:27:798]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:41:27:877]	[RECV] _ACK
[19:41:30:778]	[RECV] _RDY
[19:41:30:780]	[OPER] End > ApproachForPlace, Result : Completed
[19:41:30:896]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 1
[19:41:30:900]	[SEND] PLACE 14 SLOT 1 ARM A
[19:41:30:968]	[RECV] _ACK
[19:41:35:495]	[RECV] _RDY
[19:41:35:497]	[OPER] End > Place, Result : Completed
[19:41:35:621]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 2
[19:41:35:629]	[SEND] PICK 11 SLOT 3 ARM A
[19:41:35:696]	[RECV] _ACK
[19:41:43:960]	[RECV] _RDY
[19:41:43:960]	[OPER] End > Pick, Result : Completed
[19:41:44:094]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:41:44:096]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:41:44:175]	[RECV] _ACK
